accommodates,bathrooms,bedrooms,price,review_scores_rating,square_feet,number_of_reviews,reviews_per_month
-0.8178527670837238,-0.41073953122333356,-0.6034323559850978,-0.7369342470025075,-3.8672922062808106,0.41566860659241833,0.005541899610275764,0.005541899604734366
0.9545543823311469,-0.41073953122333356,0.6230031350981283,0.6516959869001826,-0.28953716693771847,-0.028113406960839155,-0.43092013996657597,-0.4309201399665316
-0.8178527670837238,-0.41073953122333356,-0.6034323559850978,-0.04261913005116248,-0.5450910983193679,0.4588140801323184,-0.8110644970173823,-0.8110644970173781
2.7269615317460176,3.2663572244903203,1.8494386261813545,3.706682501486101,0.7326785585888793,2.0736875183400056,3.623953001908692,3.623953001909164
-0.8178527670837238,1.4278088466334935,-0.6034323559850978,-1.0424328984610993,-0.5450910983193679,-0.5581863675938967,0.18857436781992326,0.18857436782566467
-0.8178527670837238,-0.41073953122333356,-0.6034323559850978,-0.9313424797488842,-0.8006450297010174,-0.13700436399011068,0.6672746692913091,0.6672746692914693
0.9545543823311469,-0.41073953122333356,1.8494386261813545,1.3460111038515277,1.243786421352178,1.4100690443691621,-0.8110644970173823,-0.8110644970173781
0.06835080762371158,-0.41073953122333356,-0.6034323559850978,0.08235759100007962,1.243786421352178,-1.0225138447375828,-0.12117288607332635,-0.12117288607888113
0.9545543823311469,1.4278088466334935,0.6230031350981283,-0.05650543239018938,0.47712462720722987,0.7464505703983186,0.3856862566610821,0.385686256655581
-0.8178527670837238,1.4278088466334935,-0.6034323559850978,-0.11205064174629699,0.7326785585888793,0.1937775998157896,0.4420039391871275,0.44200393919289566
0.9545543823311469,-0.41073953122333356,-0.6034323559850978,0.36008363778061764,-2.5895225493725635,-1.0225138447375828,0.3152891535035254,0.31528915350928016
0.06835080762371158,-0.41073953122333356,-0.6034323559850978,-1.1535233171733146,-0.5450910983193679,-0.4698408741550538,0.6954335105543317,0.6954335105601267
0.06835080762371158,-0.41073953122333356,-0.6034323559850978,-0.667502735307373,-0.28953716693771847,0.304723103204104,1.4416428040244331,1.4416428040190432
-0.8178527670837238,-0.41073953122333356,-0.6034323559850978,-1.1535233171733146,-0.28953716693771847,-0.6917318809316826,2.328646303809648,2.328646303804352
0.9545543823311469,-0.41073953122333356,0.6230031350981283,-0.250913665136566,0.7326785585888793,-0.24794986737842506,-0.4872378224926214,-0.48723782248695124
-0.8178527670837238,-0.41073953122333356,-0.6034323559850978,-0.8341383633756958,-0.03398323555606901,-1.0225138447375828,2.047057891179421,2.0470578911853585
-0.8178527670837238,-0.41073953122333356,-0.6034323559850978,-0.7369342470025075,-0.28953716693771847,1.2991235409808477,0.0477801615048098,0.04778016149927287
0.9545543823311469,-0.41073953122333356,0.6230031350981283,0.49894666117088665,0.47712462720722987,-0.9567683612482114,-0.45907898122959867,-0.45907898123518903
0.06835080762371158,-0.41073953122333356,-0.6034323559850978,-0.04261913005116248,-0.03398323555606901,0.08283209642747523,-0.47315840186111,-0.4731584018610701
0.9545543823311469,-0.41073953122333356,-0.6034323559850978,-0.7369342470025075,1.243786421352178,0.304723103204104,-0.8110644970173823,-0.8110644970173781
0.06835080762371158,-0.41073953122333356,0.6230031350981283,-0.7647068516805613,-0.03398323555606901,-1.0225138447375828,0.28713031224050267,0.28713031224062285
0.9545543823311469,-0.41073953122333356,-0.6034323559850978,-0.7369342470025075,-1.5673068238459655,-0.13700436399011068,-0.12117288607332635,-0.12117288607888113
-0.8178527670837238,-0.41073953122333356,0.6230031350981283,-1.0146602937830456,-1.822860755227615,-1.0225138447375828,1.0614984469736266,1.0614984469681967
0.9545543823311469,-0.41073953122333356,0.6230031350981283,-1.097978107817207,0.47712462720722987,0.9683415771749474,-0.33236419554599655,-0.3323641955515736
0.06835080762371158,-0.41073953122333356,0.6230031350981283,-0.4592082002219695,-0.03398323555606901,0.7464505703983186,0.582798145502241,0.5827981455023923
0.06835080762371158,-0.41073953122333356,-0.6034323559850978,-0.7508205493415344,0.22157069582558042,0.41566860659241833,-0.2619670923884398,-0.2619670923883776
0.06835080762371158,-0.41073953122333356,-0.6034323559850978,-1.0146602937830456,-0.8006450297010174,0.5245595636216899,-0.03669636228425827,-0.03669636228980413
0.9545543823311469,1.4278088466334935,1.8494386261813545,1.8181453833784422,0.47712462720722987,1.6319600511457908,-0.5013172431241327,-0.5013172431297276
-0.8178527670837238,-0.41073953122333356,-0.6034323559850978,-0.7508205493415344,-1.3117528924643163,-1.0225138447375828,-0.6421114494392461,-0.6421114494392242
-0.8178527670837238,-0.41073953122333356,-0.6034323559850978,-0.7508205493415344,-1.3117528924643163,-0.028113406960839155,-0.8251439176488936,-0.8251439176432591
-0.8178527670837238,-0.41073953122333356,-0.6034323559850978,-0.33423147917072743,0.9882324899705287,0.304723103204104,-0.40276129870355326,-0.40276129869787425
-0.8178527670837238,-0.41073953122333356,-0.6034323559850978,-0.6119575259512654,0.47712462720722987,-0.24794986737842506,1.2163720739202515,1.2163720739204698
0.9545543823311469,-0.41073953122333356,0.6230031350981283,-0.806365758697642,0.47712462720722987,0.9683415771749474,-0.6702702907022688,-0.6702702907078816
-0.8178527670837238,1.4278088466334935,-0.6034323559850978,0.30453842842451007,1.243786421352178,1.8517965115633768,-0.8251439176488936,-0.8251439176432591
0.9545543823311469,-0.41073953122333356,-0.6034323559850978,-1.0146602937830456,0.22157069582558042,-1.0225138447375828,0.582798145502241,0.5827981455023923
-0.8178527670837238,-0.41073953122333356,-0.6034323559850978,-1.0146602937830456,0.7326785585888793,-1.0225138447375828,-0.6139526081762234,-0.6139526081705667
0.9545543823311469,-0.41073953122333356,0.6230031350981283,-0.4592082002219695,-0.28953716693771847,0.857396073786633,-0.33236419554599655,-0.3323641955515736
-0.8178527670837238,-0.41073953122333356,-0.6034323559850978,-0.11205064174629699,0.7326785585888793,0.1937775998157896,0.01962132024178711,0.019621320247510836
-0.8178527670837238,-0.41073953122333356,-0.6034323559850978,-0.4869808049000233,0.47712462720722987,-0.8006228379609541,0.28713031224050267,0.28713031224062285
0.9545543823311469,-0.41073953122333356,0.6230031350981283,-0.04261913005116248,0.47712462720722987,-0.9649865466843828,-0.008537521021235582,-0.008537521021146648
1.8407579570385821,3.2663572244903203,3.0758741172645805,0.20733431205132175,-0.5450910983193679,2.5154149855342203,-0.7688262351228483,-0.7688262351228397
0.9545543823311469,-0.41073953122333356,0.6230031350981283,1.9708947091077382,-0.03398323555606901,-1.0225138447375828,-0.2901259336514625,-0.2901259336570351
0.9545543823311469,3.2663572244903203,0.6230031350981283,0.9988535453758551,0.22157069582558042,-1.0225138447375828,-0.3182847749144852,-0.31828477490879714
-0.8178527670837238,-0.41073953122333356,-0.6034323559850978,-1.1118644101562338,-0.5450910983193679,-1.0225138447375828,-0.6702702907022688,-0.6702702907078816
-0.8178527670837238,-0.41073953122333356,-1.829867847068324,-0.7924794563586152,0.22157069582558042,-1.0225138447375828,0.5405598836077069,0.5405598836078538
-0.8178527670837238,-0.41073953122333356,-0.6034323559850978,-1.1535233171733146,0.7326785585888793,-1.0225138447375828,1.3712457008668764,1.371245700872743
-0.8178527670837238,-0.41073953122333356,-0.6034323559850978,-0.389776688526835,0.7326785585888793,-1.0225138447375828,-0.3464436161775079,-0.3464436161774546
-0.8178527670837238,-0.41073953122333356,-0.6034323559850978,-0.528639711917104,0.47712462720722987,-0.49244088410452524,-0.6280320288077348,-0.6280320288133431
-0.8178527670837238,-0.41073953122333356,-1.829867847068324,-0.8757972703927766,-0.28953716693771847,-1.0225138447375828,1.5401987484450126,1.540198748450897
